3.53815	0.867768	5.87542
2.77687	-1.26071	4.59336
2.78763	-1.43306	4.59333
2.78768	-1.26072	4.59341
2.79738	-1.43254	4.59166
3.02528	-1.81014	4.94668
2.80834	-1.43264	4.59197
3.61949	0.88798	5.91829
4.2173	-2.51374	6.86944
3.15763	0.575286	4.63039
3.1205	0.566572	4.56025
3.21154	0.633937	4.58334
3.24009	0.581455	4.59333
3.25086	0.613774	4.59333
3.25086	0.646092	4.59333
3.26164	0.646092	4.59333
3.26164	0.656865	4.59333
3.27241	0.656865	4.59333
3.28318	0.656865	4.59333
3.28318	0.732275	4.59333
3.29395	0.603001	4.59333
3.29395	0.656865	4.59333
3.30473	0.570682	4.59333
3.30473	0.581455	4.59333
3.30473	0.656865	4.59333
3.30473	0.667638	4.59333
3.3155	0.613774	4.59333
3.3155	0.646092	4.59333
3.3155	0.678411	4.59333
3.32627	0.603001	4.59333
3.33705	0.613774	4.59333
3.33705	0.635319	4.59333
3.34782	0.570682	4.59333
3.34782	0.592228	4.59333
3.34782	0.635319	4.59333
3.34782	0.656865	4.59333
3.34782	0.667638	4.59333
3.35859	0.624547	4.59333
3.36936	0.55991	4.59333
3.36936	0.603001	4.59333
3.36936	0.656865	4.59333
3.38014	0.592228	4.59333
3.38014	0.635319	4.59333
3.39091	0.570682	4.59333
3.39091	0.613774	4.59333
3.39091	0.656865	4.59333
3.39091	0.678411	4.59333
3.40168	0.603001	4.59333
3.40168	0.646092	4.59333
3.40168	0.656865	4.59333
3.40168	0.678411	4.59333
3.41246	0.581455	4.59333
3.41246	0.635319	4.59333
3.41246	0.678411	4.59333
3.41246	0.743048	4.59333
3.42323	0.55991	4.59333
3.42323	0.581455	4.59333
3.42323	0.613774	4.59333
3.42323	0.635319	4.59333
3.42323	0.667638	4.59333
3.434	0.635319	4.59333
3.434	0.656865	4.59333
3.44477	0.570682	4.59333
3.44477	0.581455	4.59333
3.44477	0.613774	4.59333
3.44477	0.656865	4.59333
3.44477	0.678411	4.59333
3.45555	0.624547	4.59333
3.45555	0.635319	4.59333
3.45555	0.667638	4.59333
3.45555	0.743048	4.59333
3.46632	0.55991	4.59333
3.46632	0.592228	4.59333
3.46632	0.646092	4.59333
3.46632	0.678411	4.59333
3.47709	0.55991	4.59333
3.47709	0.613774	4.59333
3.47709	0.646092	4.59333
3.47709	0.667638	4.59333
3.48786	0.55991	4.59333
3.48786	0.581455	4.59333
3.48786	0.592228	4.59333
3.48786	0.624547	4.59333
3.48786	0.656865	4.59333
3.48786	0.678411	4.59333
3.49864	0.635319	4.59333
3.49864	0.656865	4.59333
3.49864	0.678411	4.59333
3.49864	0.743048	4.59333
3.52018	0.635319	4.59333
3.52018	0.646092	4.59333
3.52018	0.743048	4.59333
3.53096	0.656865	4.59333
3.53096	0.667638	4.59333
3.53096	0.678411	4.59333
3.53096	0.732275	4.59333
3.54173	0.55991	4.59333
3.54173	0.656865	4.59333
3.54173	0.743048	4.59333
3.5525	0.667638	4.59333
3.5525	0.732275	4.59333
3.56327	0.656865	4.59333
3.57405	0.667638	4.59333
3.57405	0.732275	4.59333
3.58482	0.743048	4.59333
3.60637	0.549137	4.59333
3.60637	0.678411	4.59333
3.60637	0.743048	4.59333
3.62791	0.743048	4.59333
3.64946	0.4845	4.59333
3.66023	0.441408	4.59333
3.66023	0.495273	4.59333
3.671	0.430636	4.59333
3.671	0.473727	4.59333
3.68143	0.39828	4.5929
3.68178	0.40909	4.59333
3.68178	0.462954	4.59333
3.68178	0.473727	4.59333
4.49507	0.419315	5.59162
3.95623	0.392135	4.92134
3.69288	0.398353	4.59375
3.69255	0.430636	4.59333
3.69255	0.441408	4.59333
3.69255	0.743048	4.59333
5.45177	0.49122	6.76198
5.45046	0.522813	6.76036
3.70332	0.398317	4.59333
3.70332	0.40909	4.59333
3.70332	0.430636	4.59333
3.70332	0.452181	4.59333
3.70332	0.753821	4.59333
3.71409	0.40909	4.59333
3.71409	0.419863	4.59333
3.71409	0.441408	4.59333
3.71409	0.473727	4.59333
3.71409	0.753821	4.59333
3.92792	0.39731	4.84372
3.72487	0.398317	4.59333
3.72487	0.419863	4.59333
3.72487	0.452181	4.59333
3.72487	0.4845	4.59333
3.72487	0.495273	4.59333
3.73564	0.430636	4.59333
3.73564	0.462954	4.59333
3.74641	0.4845	4.59333
3.74641	0.495273	4.59333
3.75719	0.452181	4.59333
3.75719	0.506045	4.59333
3.76796	0.462954	4.59333
3.77873	0.473727	4.59333
3.77873	0.4845	4.59333
3.77873	0.506045	4.59333
3.7895	0.506045	4.59333
3.80028	0.516818	4.59333
3.75179	0.508782	4.52191
4.35819	0.564781	5.23797
4.34278	0.587267	5.21946
