0.770996	-1.16154	5.69096
1.02687	-1.39106	6.9758
1.07797	-1.62264	6.40461
1.26515	-2.14165	6.76284
0.974065	-1.62848	5.14236
1.03634	-1.90757	5.21294
1.13506	-1.84486	5.10702
1.0963	-1.59466	4.59333
1.07665	-0.931288	4.51099
1.12488	-1.51086	4.66725
1.66593	-1.71829	6.8455
1.44996	-1.48155	5.95803
1.12862	-0.88365	4.59333
1.12862	-0.872877	4.59333
1.12862	-0.862104	4.59333
1.13939	-0.926741	4.59333
1.17118	-1.28167	4.59127
1.39663	-1.26706	5.144
1.273	-1.84388	4.57023
1.28894	-1.71503	4.62745
1.31175	-0.635875	4.59333
1.43025	0.549137	4.59333
1.44103	0.603001	4.59333
1.46257	-2.06866	4.59333
1.46257	-2.04712	4.59333
1.47335	-2.09021	4.59333
1.47335	0.613774	4.59333
1.48412	-0.894423	4.59333
1.47829	-0.869447	4.57528
1.61897	-0.928683	5.01068
1.80482	-1.00909	5.58589
1.81565	-1.00197	5.61942
1.4949	-1.15298	4.59336
1.50566	-0.603556	4.59333
1.51644	-1.15297	4.59333
1.61339	-1.16374	4.59333
1.61339	0.592228	4.59333
1.63494	-0.463509	4.59333
1.66726	-1.09911	4.59333
1.66726	-1.07756	4.59333
1.66726	-1.06679	4.59333
1.66726	-1.04524	4.59333
1.66726	-1.0237	4.59333
1.66726	-1.01292	4.59333
1.69958	-0.786694	4.59333
1.74267	-0.991378	4.59333
1.75344	-0.635875	4.59333
1.82885	-0.441964	4.59333
1.83077	0.567936	4.57123
1.86117	-1.21761	4.59333
1.86117	-0.948287	4.59333
1.86117	-0.905195	4.59333
1.86117	-0.88365	4.59333
1.86117	0.635319	4.59333
2.21654	-1.85204	5.40779
1.88271	-1.34688	4.59333
2.52166	-2.32455	6.11719
1.89349	-1.34688	4.59333
1.90426	-1.98248	4.59333
1.91503	-1.98248	4.59333
1.91503	-0.819013	4.59333
1.92581	-1.98248	4.59333
1.95812	0.635319	4.59333
1.96827	-1.99261	4.59186
1.9689	0.635319	4.59333
1.97923	-1.99281	4.59231
1.99044	0.635319	4.59333
2.00121	-1.19606	4.59333
2.00022	0.635005	4.59106
2.00587	0.622648	4.57937
2.04431	-0.398872	4.59333
2.04431	-0.377327	4.59333
2.04431	-0.366554	4.59333
2.04431	-0.355781	4.59333
2.04431	-0.345008	4.59333
2.04431	-0.323463	4.59333
2.06585	-1.16374	4.59333
2.59572	-2.30299	5.74154
2.07662	-1.01292	4.59333
2.0874	-1.97171	4.59333
2.43677	-1.63519	5.36213
2.0874	-1.17452	4.59333
2.09817	-1.17452	4.59333
2.11972	-1.98248	4.59333
2.22744	-0.689739	4.59333
2.22744	-0.678966	4.59333
2.23822	-1.07756	4.59333
2.23822	-1.05601	4.59333
2.24899	-0.603556	4.59333
2.24899	-0.592783	4.59333
2.24899	-0.485055	4.59333
2.59357	-2.11459	5.27184
2.25976	-0.905195	4.59333
2.25976	-0.894423	4.59333
2.25976	-0.88365	4.59333
2.25976	-0.851331	4.59333
2.27054	-0.991378	4.59333
2.27054	-0.840558	4.59333
2.29208	-1.00215	4.59333
3.0854	-2.82936	6.15421
2.44411	-2.21842	4.87508
2.30381	-2.0803	4.59524
2.30184	-2.05698	4.59131
2.30285	-1.00215	4.59333
2.3213	0.629551	4.63013
2.29076	-2.02689	4.54794
2.31363	-1.00215	4.59333
2.3244	-1.00215	4.59333
2.32362	0.624338	4.5918
2.3244	0.646092	4.59333
2.33701	0.544543	4.55491
2.36749	0.624547	4.59333
2.37826	0.613774	4.59333
2.37826	0.635319	4.59333
2.38904	0.549137	4.59333
2.54077	-1.91643	4.86313
2.39981	0.549137	4.59333
2.42135	0.656865	4.59333
2.46445	-0.786694	4.59333
2.47522	-0.819013	4.59333
2.48599	-1.04524	4.59333
2.79711	-1.3462	5.12376
3.81626	-2.81265	6.93111
2.52908	-1.04524	4.59333
2.52908	-0.829786	4.59333
2.53986	-1.6162	4.59333
2.53986	-0.829786	4.59333
2.53721	-0.667496	4.58854
2.5614	-0.829786	4.59333
2.56148	-0.668213	4.59347
2.57217	-0.829786	4.59333
2.99942	-1.40806	5.3118
2.76746	-1.29379	4.88074
2.61527	-1.62697	4.59333
2.65893	-1.23794	4.67002
2.63999	-1.22408	4.61774
2.6407	-1.21941	4.60011
2.65826	-0.517355	4.59317
2.65818	-0.506567	4.59302
2.66831	-0.495676	4.59193
2.70145	-0.862104	4.59333
2.71222	-1.29302	4.59333
2.72299	-1.41152	4.59333
2.72299	-1.2607	4.59333
3.47779	-2.32102	5.82052
3.78624	-2.51201	6.33675
2.75531	-1.2607	4.59333
